Dataset,Attack,Model,Metric,Value
adult,mim,svc,groundtruth_attack_success,0.8474628712871287
adult,mim,svc,pred_attack_success,0.9942759900990099
adult,mim,svc,original_accuracy,0.8531868811881188
adult,mim,svc,robust_accuracy,0.15253712871287128
adult,mim,nn_2,groundtruth_attack_success,0.8514851485148515
adult,mim,nn_2,pred_attack_success,0.9993811881188119
adult,mim,nn_2,original_accuracy,0.8521039603960396
adult,mim,nn_2,robust_accuracy,0.1485148514851485
adult,pgd_l_1,lr,groundtruth_attack_success,0.2931621287128713
adult,pgd_l_1,lr,pred_attack_success,0.35071163366336633
adult,pgd_l_1,lr,original_accuracy,0.8524133663366337
adult,pgd_l_1,lr,robust_accuracy,0.7068378712871287
adult,pgd_l_1,svc,groundtruth_attack_success,0.5335705445544554
adult,pgd_l_1,svc,pred_attack_success,0.6420173267326733
adult,pgd_l_1,svc,original_accuracy,0.8531868811881188
adult,pgd_l_1,svc,robust_accuracy,0.46642945544554454
adult,pgd_l_1,nn_2,groundtruth_attack_success,0.5123762376237624
adult,pgd_l_1,nn_2,pred_attack_success,0.620049504950495
adult,pgd_l_1,nn_2,original_accuracy,0.8521039603960396
adult,pgd_l_1,nn_2,robust_accuracy,0.4876237623762376
adult,pgd_l_2,lr,groundtruth_attack_success,0.7410272277227723
adult,pgd_l_2,lr,pred_attack_success,0.8870668316831684
adult,pgd_l_2,lr,original_accuracy,0.8524133663366337
adult,pgd_l_2,lr,robust_accuracy,0.2589727722772277
adult,pgd_l_2,svc,groundtruth_attack_success,0.8445235148514851
adult,pgd_l_2,svc,pred_attack_success,0.9913366336633663
adult,pgd_l_2,svc,original_accuracy,0.8531868811881188
adult,pgd_l_2,svc,robust_accuracy,0.15547648514851486
adult,pgd_l_2,nn_2,groundtruth_attack_success,0.828125
adult,pgd_l_2,nn_2,pred_attack_success,0.9757116336633663
adult,pgd_l_2,nn_2,original_accuracy,0.8521039603960396
adult,pgd_l_2,nn_2,robust_accuracy,0.171875
adult,pgd_l_inf,lr,groundtruth_attack_success,0.8494740099009901
adult,pgd_l_inf,lr,pred_attack_success,0.9970606435643564
adult,pgd_l_inf,lr,original_accuracy,0.8524133663366337
adult,pgd_l_inf,lr,robust_accuracy,0.1505259900990099
adult,pgd_l_inf,svc,groundtruth_attack_success,0.8474628712871287
adult,pgd_l_inf,svc,pred_attack_success,0.9942759900990099
adult,pgd_l_inf,svc,original_accuracy,0.8531868811881188
adult,pgd_l_inf,svc,robust_accuracy,0.15253712871287128
adult,pgd_l_inf,nn_2,groundtruth_attack_success,0.8514851485148515
adult,pgd_l_inf,nn_2,pred_attack_success,0.9993811881188119
adult,pgd_l_inf,nn_2,original_accuracy,0.8521039603960396
adult,pgd_l_inf,nn_2,robust_accuracy,0.1485148514851485
